"","Value","Study"
"124",0.941017921392563,"ABCD"
"125",1.55895521511085,"ABCD"
"126",1.34495977736235,"ABCD"
"127",1.39883153132282,"ABCD"
"128",1.14002960434966,"ABCD"
"129",1.37225970470338,"ABCD"
"130",1.78439615989338,"ABCD"
"131",1.19399063885025,"ABCD"
"132",1.59087484983955,"ABCD"
"133",1.33570265273259,"ABCD"
"134",1.29609143874019,"ABCD"
"135",1.58672567055876,"ABCD"
"136",1.1133354246727,"ABCD"
"137",1.39723001786789,"ABCD"
"138",1.6431284762634,"ABCD"
"139",1.85054042568545,"ABCD"
"140",0.833363251190075,"ABCD"
"141",1.31746555994515,"ABCD"
"142",1.5593872091024,"ABCD"
"143",1.18982836425031,"ABCD"
"144",1.54209601522093,"ABCD"
"145",1.2865357663684,"ABCD"
"146",1.41247139007401,"ABCD"
"147",1.24745742183467,"ABCD"
"148",0.856498710901991,"ABCD"
"149",1.59157199388,"ABCD"
"150",1.12004868482021,"ABCD"
"151",0.959783846108224,"ABCD"
"152",1.64824436158425,"ABCD"
"153",1.08783029687238,"ABCD"
"154",1.28598926680892,"ABCD"
"155",1.46142323982844,"ABCD"
"156",1.7142575293831,"ABCD"
"157",1.2767641246842,"ABCD"
"158",1.25132389027306,"ABCD"
"159",1.45190400984211,"ABCD"
"160",1.48968393427742,"ABCD"
"161",1.6025379877224,"ABCD"
"162",1.10639283735726,"ABCD"
"163",1.45698255842108,"ABCD"
"164",1.3530560769177,"ABCD"
"165",1.05189098585856,"ABCD"
"166",1.2612832877227,"ABCD"
"167",1.81613380170461,"ABCD"
"168",1.38985340485814,"ABCD"
"169",1.57169298952053,"ABCD"
"170",1.50774617340334,"ABCD"
"171",1.33520907716296,"ABCD"
"172",1.0133219911605,"ABCD"
"173",1.30921740854563,"ABCD"
"174",1.35486539972073,"ABCD"
"175",1.53613747823937,"ABCD"
"176",1.24431307733871,"ABCD"
"177",1.15344424930523,"ABCD"
"178",1.57142024928737,"ABCD"
"179",1.50272785834566,"ABCD"
"180",1.45109341406377,"ABCD"
"181",1.6228377612446,"ABCD"
"182",0.802546747890927,"ABCD"
"183",1.16775745573362,"ABCD"
"184",0.927995231367362,"ABCD"
"185",1.53199041249593,"ABCD"
"186",1.27233843230627,"ABCD"
"187",1.17094580614135,"ABCD"
"188",1.33564596475316,"ABCD"
"189",1.47799524888699,"ABCD"
"190",1.13673933509331,"ABCD"
"191",1.20055145572687,"ABCD"
"192",1.1172532784742,"ABCD"
"193",1.15777605763526,"ABCD"
"194",1.28504661259243,"ABCD"
"195",1.3392847351905,"ABCD"
"196",0.989817652863673,"ABCD"
"197",1.44679922473538,"ABCD"
"198",1.47845345204528,"ABCD"
"199",0.934758789607822,"ABCD"
"200",1.04379556365063,"ABCD"
"201",0.862901507180881,"BCDE"
"202",1.03608250709322,"BCDE"
"203",0.554836469185161,"BCDE"
"204",0.953081192393462,"BCDE"
"205",1.10677379268152,"BCDE"
"206",1.1933232146314,"BCDE"
"207",1.19979207024028,"BCDE"
"208",1.29990766352152,"BCDE"
"209",1.14011273031682,"BCDE"
"210",1.08501242571753,"BCDE"
"211",2.38921553973006,"BCDE"
"212",1.83945640196958,"BCDE"
"213",1.9452249058167,"BCDE"
"214",1.46634496543746,"BCDE"
"215",0.871127439622919,"BCDE"
"216",1.0335325306618,"BCDE"
"217",1.46284839804654,"BCDE"
"218",1.52830021978532,"BCDE"
"219",0.894451121350862,"BCDE"
"220",1.210366197041,"BCDE"
"221",0.576257321375506,"BCDE"
"222",1.71963789905737,"BCDE"
"223",0.989375710852081,"BCDE"
"224",0.727238551730173,"BCDE"
"225",0.964483735136826,"BCDE"
"226",1.30613883308977,"BCDE"
"227",0.528105554590782,"BCDE"
"228",1.19832814824188,"BCDE"
"229",1.16582514236969,"BCDE"
"230",1.35359733081626,"BCDE"
"231",1.15479549046576,"BCDE"
"232",0.491643050706904,"BCDE"
"233",0.862458786398906,"BCDE"
"234",1.29500709030248,"BCDE"
"235",1.46725391936791,"BCDE"
"236",0.886693366850704,"BCDE"
"237",1.15839850521737,"BCDE"
"238",0.637110937740279,"BCDE"
"239",1.03693406349197,"BCDE"
"240",1.75326531295024,"BCDE"
"241",1.27031087163339,"BCDE"
"242",0.94274603323661,"BCDE"
"243",1.47510345886096,"BCDE"
"244",1.50014503060943,"BCDE"
"245",1.6879451326184,"BCDE"
"246",1.07324299104106,"BCDE"
"247",0.462723706591278,"BCDE"
"248",0.893296920917968,"BCDE"
"249",1.70085239673344,"BCDE"
"250",1.64145874354848,"BCDE"
"251",0.938694324359246,"BCDE"
"252",1.5763441959773,"BCDE"
"253",0.984309670493759,"BCDE"
"254",1.0769172981549,"BCDE"
"255",1.62437328395938,"BCDE"
"256",0.947212229682969,"BCDE"
"257",0.868640893779278,"BCDE"
"258",1.90140817724673,"BCDE"
"259",1.58267106886797,"BCDE"
"260",0.888853747982211,"BCDE"
"261",0.783314299888604,"BCDE"
"262",1.16461276989034,"BCDE"
"263",0.770658344717423,"BCDE"
"264",1.65204497384606,"BCDE"
"265",1.34543169353144,"BCDE"
"266",1.71604528321852,"BCDE"
"267",1.302204409824,"BCDE"
"268",0.794055112619777,"BCDE"
"269",0.752579551522969,"BCDE"
"270",0.745737202142718,"BCDE"
"271",1.90346302012312,"BCDE"
"272",1.46405433379679,"BCDE"
"273",1.10354318106651,"BCDE"
"274",1.26398944974636,"BCDE"
"275",1.72279011832203,"BCDE"
"276",1.19883808451158,"BCDE"
"277",0.918572557866689,"BCDE"
"278",0.817069614226266,"BCDE"
"279",1.4156579171999,"BCDE"
"280",1.13610559375132,"BCDE"
"281",1.04620190485187,"BCDE"
"282",1.18311011228796,"BCDE"
"283",0.897583861139448,"BCDE"
"284",0.473784810417286,"BCDE"
"285",0.612012100341894,"BCDE"
"286",1.19981006941832,"BCDE"
"287",1.79445296359491,"BCDE"
"288",1.06567062032737,"BCDE"
"289",1.25464864414143,"BCDE"
"290",1.14347284739334,"BCDE"
"291",1.50318240861933,"BCDE"
"292",1.20914368550607,"BCDE"
"293",0.784036529873139,"BCDE"
"294",1.42635183303076,"BCDE"
"295",1.56743063254336,"BCDE"
"296",1.31280856213711,"BCDE"
"297",1.40062623288499,"BCDE"
"298",1.22639279275538,"BCDE"
"299",1.33223163002139,"BCDE"
"300",1.00809432283424,"BCDE"
"301",1.22699249441448,"BCDE"
"302",0.974488563867135,"BCDE"
"303",1.77566498548036,"BCDE"
"304",0.410238414105381,"BCDE"
"305",1.50253396715402,"BCDE"
"306",1.34500525686045,"BCDE"
"307",0.517754449538412,"BCDE"
"308",1.67590058673858,"BCDE"
"309",1.77450238239107,"BCDE"
"310",1.03488796185753,"BCDE"
"311",1.01976020090143,"BCDE"
"312",0.893631879669606,"BCDE"
"313",1.09108158722223,"BCDE"
"314",1.13896255384592,"BCDE"
"315",1.52725329338778,"BCDE"
"316",1.33884390552007,"BCDE"
"317",1.07145832741327,"BCDE"
"318",1.39368674082626,"BCDE"
"319",1.20920825747528,"BCDE"
"320",1.35197065440682,"BCDE"
"321",1.27746742394105,"BCDE"
"322",0.889586833869511,"BCDE"
"323",0.754881358984621,"BCDE"
"324",0.956606828803106,"BCDE"
"325",1.53852804727281,"BCDE"
"326",1.58772306619196,"BCDE"
"327",1.11689214565022,"BCDE"
"328",1.17861019001786,"BCDE"
"329",0.907771893780414,"BCDE"
"330",1.26132397808849,"BCDE"
"331",0.852750076212059,"BCDE"
"332",0.875630186172686,"BCDE"
"333",0.776610579484378,"BCDE"
"334",1.27269506330871,"BCDE"
"335",0.729057225323893,"BCDE"
"336",1.09823230991412,"BCDE"
"337",1.530501190327,"BCDE"
"338",0.829626101664529,"BCDE"
"339",1.18681214403432,"BCDE"
"340",0.788900952616562,"BCDE"
"341",1.0005217943772,"BCDE"
"342",1.47273730772105,"BCDE"
"343",1.23740413804821,"BCDE"
"344",1.80631267641589,"BCDE"
"345",1.65588892558903,"BCDE"
"346",1.83129111297087,"BCDE"
"347",0.866830228034342,"BCDE"
"348",0.765775263977504,"BCDE"
"349",1.30349855684868,"BCDE"
"350",0.73285022173186,"BCDE"
"351",1.24817789829781,"BCDE"
"352",1.15874163416242,"BCDE"
"353",1.69886836118327,"BCDE"
"354",0.874687650622656,"BCDE"
"355",1.33573712062138,"BCDE"
"356",1.34529730895029,"BCDE"
"357",1.61712556945166,"BCDE"
"358",1.55665696720125,"BCDE"
"359",1.3687688282231,"BCDE"
"360",0.964766623191841,"BCDE"
"361",0.971832995995574,"BCDE"
"362",0.85641264131769,"BCDE"
"363",1.17311825019759,"BCDE"
"364",1.01195767661305,"BCDE"
"365",1.49157594560948,"BCDE"
"366",1.94608797837739,"BCDE"
"367",0.556207726271779,"BCDE"
"368",2.10557546548622,"BCDE"
"369",0.730838972026364,"BCDE"
"370",1.29286337810951,"BCDE"
"371",1.49269313958209,"BCDE"
"372",1.19076561883128,"BCDE"
"373",0.827711284081697,"BCDE"
"374",1.66780277633882,"BCDE"
"375",0.741913855108264,"BCDE"
"376",1.40796275133598,"BCDE"
"377",1.91928605130051,"BCDE"
"378",1.40128542548678,"BCDE"
"379",0.705734400683681,"BCDE"
"380",0.960776628271238,"BCDE"
"381",1.44849142911616,"BCDE"
"382",1.37989694806887,"BCDE"
"383",1.25617837954542,"BCDE"
"384",1.47526271055061,"BCDE"
"385",1.73056991684724,"BCDE"
"386",1.11486754616801,"BCDE"
"387",1.07566109667551,"BCDE"
"388",0.963076961081512,"BCDE"
"389",1.080417402099,"BCDE"
"390",0.933324949903385,"BCDE"
"391",1.77610347734038,"BCDE"
"392",1.17145690245621,"BCDE"
"393",1.5463797361746,"BCDE"
"394",1.28538602083911,"BCDE"
"395",1.09048792186263,"BCDE"
"396",2.54733576766383,"BCDE"
"397",0.969064465542878,"BCDE"
"398",1.06020611678716,"BCDE"
"399",0.995304222457404,"BCDE"
"400",0.764290820431744,"BCDE"
